model,case_id,setting,validator_pass,expert_1_status,expert_1_D1_requirement_fidelity,expert_1_D2_architectural_grounding,expert_1_D3_formalization_adequacy,expert_1_D4_unsupported_content_control,expert_1_D5_reviewability,expert_1_score,expert_1_brief_reason,expert_1_error,expert_2_status,expert_2_D1_requirement_fidelity,expert_2_D2_architectural_grounding,expert_2_D3_formalization_adequacy,expert_2_D4_unsupported_content_control,expert_2_D5_reviewability,expert_2_score,expert_2_brief_reason,expert_2_error,avg_D1_requirement_fidelity,avg_D2_architectural_grounding,avg_D3_formalization_adequacy,avg_D4_unsupported_content_control,avg_D5_reviewability,combined_score,review_usable,strict_review_usable,end_to_end_usable,expert_disagreement
Codestral-2508,Case057,system_1,false,ok,5,5,5,5,5,5.0000,"The artifact places the required assumption and guarantee on component B using the correct ports and exact strict inequalities, with no unsupported additions.",,ok,5,5,5,5,5,5.0000,"The artifact fully and accurately captures both the environmental assumption and guarantee specified in the requirement, is well-grounded in the AADL architecture, uses appropriate formal constructs, contains no unsupported content, and is highly reviewable.",,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,true,true,false,false
Codestral-2508,Case058,system_1,false,ok,5,5,5,5,5,5.0000,"The guarantee is placed on component C, uses the correct ports, and directly states that Output equals Input1 plus Input2 without adding any unsupported behavior.",,ok,5,5,5,5,5,5.0000,"The generated AGREE specification fully and accurately captures the requirement that C's output equals the sum of its two inputs, is well-grounded in the AADL architecture, uses appropriate formal constructs, contains no unsupported content, and is easily reviewable.",,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,true,true,false,false
Codestral-2508,Case059,system_1,false,ok,1,1,1,5,1,1.4000,"No generated AADL+AGREE artifact was provided, so there is nothing to verify against the requirement or the architecture, though it also introduces no unsupported content.",,ok,5,5,5,5,5,5.0000,"The generated artifact fully satisfies the requirement with correct data routing, execution constraints, and immediate communication timing as specified, and is fully grounded in the AADL context.",,3.0000,3.0000,3.0000,5.0000,3.0000,3.2000,false,false,false,true
Codestral-2508,Case060,system_1,false,ok,1,1,1,1,2,1.1000,"The generated COM contract omits the required `Mode` definition and `CMD = Brake_Cmd(Mode, Pedal)` guarantee, and instead inserts unrelated BSCU-level assumptions/guarantees with invalid references like `FailCOM1`, `CH1`, and `CH2` that are not in COM scope.",,ok,3,5,3,2,4,3.5000,"The artifact partially captures the requirement by defining the Mode variable and linking it to control panel signals, but it incorrectly places the CMD guarantee at the BSCU level instead of the COM component, and introduces unsupported assumptions and duplicated code that weaken its alignment with the requirement.",,2.0000,3.0000,2.0000,1.5000,3.0000,2.3000,false,false,false,true
Codestral-2508,Case061,system_1,false,ok,4,4,2,3,4,3.5000,"The artifact preserves the required Q.Impl connection and execution properties from the architecture, but the added AGREE guarantee is unsupported, scoped on Q rather than Q.Impl, and does not formalize the stated routing or timing constraints.",,ok,4,5,3,4,5,4.1500,"The artifact mostly aligns with the requirement but introduces an incomplete guarantee that only checks for data validity without capturing the full data routing and execution constraints, and includes minor unsupported content in the form of an unneeded AGREE annex.",,4.0000,4.5000,2.5000,3.5000,4.5000,3.8250,false,false,false,false
Codestral-2508,Case062,system_1,false,ok,5,5,4,4,5,4.7000,"Q.Impl correctly preserves the required P1 routing and Sporadic/10 Ms/10 Ms/priority 1 constraints, but the added AGREE guarantee is vacuous and does not meaningfully formalize the behavior.",,ok,4,5,2,5,5,4.0500,"The artifact mostly aligns with the requirement but contains an inadequate formalization that incorrectly states Data_Sink = Data_Sink, missing the actual data flow constraint from P1 to Q_Spg.Data_Sink.",,4.5000,5.0000,3.0000,4.5000,5.0000,4.3750,true,true,false,false
Codestral-2508,Case063,system_1,false,ok,4,3,3,3,4,3.4500,"Q.Impl correctly reflects the required connection and timing/priority properties, but the added AGREE guarantee is misplaced on Q and improperly equates the Data_Sink port with the implementation connection P1.",,ok,4,5,3,4,5,4.1500,"The artifact mostly aligns with the requirement but introduces an incomplete formal guarantee and slightly misrepresents the data routing, while being well-grounded and readable.",,4.0000,4.0000,3.0000,3.5000,4.5000,3.8000,false,false,false,false
Codestral-2508,Case064,system_1,true,ok,5,4,4,4,5,4.4500,"It preserves the required Q.Impl routing via P1 and the Sporadic/10 Ms/10 Ms/priority 1 constraints exactly, but the added AGREE annex is vacuous and slightly off-scope so it adds little formal value.",,ok,4,5,3,4,5,4.1500,The artifact mostly aligns with the requirement but lacks a formal guarantee that directly enforces the data routing through P1 and does not fully capture the execution constraints in the AGREE annex.,,4.5000,4.5000,3.5000,4.0000,5.0000,4.3000,true,true,true,false
Codestral-2508,Case065,system_1,false,ok,4,2,2,2,4,2.9000,"The required implementation connections Cnx1 and Cnx2 are present exactly as stated, but the added AGREE guarantees are mis-scoped, use undeclared or wrong identifiers, and do not actually formalize the specified routing.",,ok,3,5,2,4,5,3.6000,"The artifact partially captures the requirement by defining signal routing guarantees but incorrectly maps them to wrong ports and omits the correct connection semantics, while being well-grounded in the architecture and readable.",,3.5000,3.5000,2.0000,3.0000,4.5000,3.2500,false,false,false,false
Codestral-2508,Case066,system_1,false,ok,5,3,2,2,4,3.5000,"The required implementation connections Cnx1 and Cnx2 are present exactly as specified, but the added AGREE assumptions/guarantees are unrelated to the routing requirement and weaken architectural grounding and formal adequacy.",,ok,3,5,2,3,4,3.4000,"The artifact partially captures the requirement by modeling signal routing for attitude and orbit but uses incorrect or incomplete formal guarantees, and introduces unsupported assumptions about data values.",,4.0000,4.0000,2.0000,2.5000,4.0000,3.4500,false,false,false,false
Codestral-2508,Case067,system_1,false,ok,4,2,2,2,4,2.9000,"The artifact includes the required Cnx1 and Cnx2 routing in AOCSprocessing.others, but it adds unrelated and weakly grounded AGREE assumptions/guarantees and introduces at least one fabricated architectural reference.",,ok,3,5,2,4,4,3.5000,"The artifact partially captures the requirement by modeling signal routing logic but uses inadequate formalization with incorrect guarantees and omits key behavioral details, while being well-grounded architecturally and mostly reviewable.",,3.5000,3.5000,2.0000,3.0000,4.0000,3.2000,false,false,false,false
Codestral-2508,Case068,system_1,true,ok,5,5,4,4,5,4.7000,"The artifact faithfully preserves the required implementation properties for Attitude_Control_Function.impl and is well grounded in the architecture, but the added AGREE assumption is weak and unnecessary relative to the full timing/scheduling requirement.",,ok,4,5,3,4,5,4.1500,The artifact mostly aligns with the requirement but introduces an unnecessary AGREE assume statement that is not required and weakens the formalization adequacy.,,4.5000,5.0000,3.5000,4.0000,5.0000,4.4250,true,true,true,false
Codestral-2508,Case069,system_1,false,ok,4,3,2,4,5,3.4500,"It retains the required Aperiodic and 0 ms..100 us implementation properties, but the added AGREE annex weakens the obligation by making dispatch an assumption, omits the lower bound, and is questionably scoped to AADL properties rather than a clean formal contract.",,ok,5,5,5,5,5,5.0000,"The artifact fully satisfies the requirement by correctly modeling the Aperiodic dispatch protocol and compute execution time constraint for Telecommand_Processing.impl, with clear grounding in the AADL context and fully reviewable structure.",,4.5000,4.0000,3.5000,4.5000,5.0000,4.2250,true,true,false,true
Codestral-2508,Case070,system_1,false,ok,3,3,2,5,4,3.1000,"It targets the right component and repeats the required timing values, but it weakens the dispatch requirement into an assumption, attaches the AGREE contract to the thread rather than clearly to `Telecommand_Processing.impl`, and uses property-style expressions that are not a strong or clearly valid formalization of the implementation constraints.",,ok,5,5,5,5,5,5.0000,"The artifact fully satisfies the requirement by correctly modeling the Aperiodic dispatch protocol and compute execution time constraint for Telecommand_Processing.impl, with clear alignment to the AADL context and well-structured AGREE annex.",,4.0000,4.0000,3.5000,5.0000,4.5000,4.0500,true,true,false,true
Codestral-2508,Case071,system_1,true,ok,5,4,3,4,5,4.2500,"The artifact preserves the required thr_mgmt.i routing via R2 and R3 exactly as in the architecture, but the added AGREE guarantees are tautological and do not meaningfully formalize those routing relations.",,ok,4,5,3,4,5,4.1500,"The artifact mostly aligns with the requirement by defining signal routing from gps_pos to pspg.gps_pos and pspg.speed to speed, but the AGREE guarantees are overly simplistic and do not adequately capture the intended signal flow behavior.",,4.5000,4.5000,3.0000,4.0000,5.0000,4.2000,true,true,true,false
Codestral-2508,Case072,system_1,true,ok,4,5,4,3,4,4.1500,"The artifact correctly preserves the required R2 and R3 implementation routing in thr_mgmt.i, but it also adds an unrelated AGREE assumption about gps_pos fields that is not supported by the requirement.",,ok,4,5,3,2,5,3.9500,"The artifact mostly aligns with the requirement but introduces an unsupported assumption about GPS position validity and omits key signal routing details, while being well-grounded architecturally and clearly structured.",,4.0000,5.0000,3.5000,2.5000,4.5000,4.0500,true,false,true,false
Codestral-2508,Case073,system_1,true,ok,5,5,3,4,5,4.5000,"The artifact preserves the required R2 and R3 routing exactly in thr_mgmt.i and is well grounded in the architecture, but the added AGREE guarantees are vacuous self-equalities rather than meaningful formalizations of those routes.",,ok,4,5,3,4,5,4.1500,"The artifact mostly aligns with the requirement by defining signal routing from gps_pos to pspg.gps_pos and pspg.speed to speed, but the AGREE guarantees are overly simplistic and do not adequately capture the intended signal flow semantics.",,4.5000,5.0000,3.0000,4.0000,5.0000,4.3250,true,true,true,false
Codestral-2508,Case074,system_1,true,ok,5,5,4,4,5,4.7000,"The artifact faithfully preserves the required `thr_mgmt.i` routing via `R2` and `R3` using valid architectural elements, but the added AGREE guarantees are tautological and do not materially formalize the routing behavior.",,ok,4,5,3,5,5,4.2500,"The artifact correctly models the signal routing from gps_pos to pspg.gps_pos and pspg.speed to speed, but the AGREE guarantees are trivially true and do not enforce the actual signal flow, weakening the formalization.",,4.5000,5.0000,3.5000,4.5000,5.0000,4.4750,true,true,true,false
Codestral-2508,Case075,system_1,true,ok,5,5,4,4,5,4.7000,"The artifact exactly preserves the required thr_mgmt.i routing via R2 and R3 using valid architectural elements, but the added AGREE guarantees are vacuous and not directly relevant to the routing requirement.",,ok,3,5,2,4,5,3.6000,"The artifact partially captures the requirement by adding irrelevant AGREE guarantees that do not reflect the specified signal routing, while being well-grounded in the architecture and reviewable.",,4.0000,5.0000,3.0000,4.0000,5.0000,4.1500,true,true,true,true
